ID,Date,Policy Area,Name,For,Against,Abstentions,Result,GUE-NGL,S&D,Greens/EFA,REG,EPP,ECR,IDG,NI
2480,9/15/2020,Regional development,"Establishing the Just Transition Fund - Draft legislative resolution : subpargraph 1, point d a,amendment 84",68,0,0,Rejected,Abstain,For,For,For,For,Against,Against,For
2481,9/15/2020,Regional development,"Establishing the Just Transition Fund - Draft legislative resolution : subpargraph 1, point d a,amendment 85",68,0,0,Rejected,For,For,For,For,Against,Against,Against,For
2482,9/15/2020,Regional development,"Establishing the Just Transition Fund - Draft legislative resolution : subpargraph 1, point d a,amendment 30",0,68,0,Adopted,Against,Against,Against,Against,For,For,For,Against
2483,9/15/2020,Regional development,"Establishing the Just Transition Fund - Draft legislative resolution : subparagraph 1, point h,amendment 86",68,0,0,Rejected,For,For,For,For,For,For,For,For
2484,9/15/2020,Regional development,"Establishing the Just Transition Fund - Draft legislative resolution : subparagraph 1, point h,amendment 35",68,0,0,Adopted,For,Against,For,Against,Against,Against,For,For
2485,9/15/2020,Regional development,"Establishing the Just Transition Fund - Draft legislative resolution : subparagraph 1, point j a,amendment 87",68,0,0,Rejected,For,For,Against,For,For,For,For,For
2486,9/15/2020,Regional development,"Establishing the Just Transition Fund - Draft legislative resolution : subparagraph 2,amendment 38/1",1,67,0,Adopted,Against,Against,Against,Against,For,For,Abstain,Against
2487,9/15/2020,Regional development,"Establishing the Just Transition Fund - Draft legislative resolution : subparagraph 2,amendment 38/2",65,3,0,Adopted,Against,Against,Against,Against,Against,For,For,Against
2488,9/15/2020,Regional development,"Establishing the Just Transition Fund - Draft legislative resolution : after subparagraph 2,amendment 89",68,0,0,Rejected,For,Against,For,Against,Against,Against,For,For
2489,9/15/2020,Regional development,"Establishing the Just Transition Fund - Draft legislative resolution : subparagraph 3,amendment 72D= 90D=",68,0,0,Rejected,For,Against,For,Against,Against,Against,Abstain,For
2490,9/15/2020,Regional development,"Establishing the Just Transition Fund - Draft legislative resolution : subparagraph 3,amendment 39",0,68,0,Adopted,For,For,Against,For,For,For,Abstain,For
2491,9/15/2020,Regional development,"Establishing the Just Transition Fund - Draft legislative resolution : point c,amendment 63D",0,68,0,Rejected,For,Against,For,Against,Against,Against,Abstain,For
2492,9/15/2020,Regional development,"Establishing the Just Transition Fund - Draft legislative resolution : point c,amendment 40/1",68,0,0,Adopted,For,For,For,For,For,For,For,For
2493,9/15/2020,Regional development,"Establishing the Just Transition Fund - Draft legislative resolution : point c,amendment 40/2",1,67,0,Adopted,For,Against,For,Against,Against,Against,Abstain,For
2494,9/15/2020,Regional development,"Establishing the Just Transition Fund - Draft legislative resolution : point d,amendment 102",0,67,1,Rejected,Against,For,Against,For,For,Against,For,For
2495,9/15/2020,Regional development,"Establishing the Just Transition Fund - Draft legislative resolution : point d,amendment 64",0,67,1,Rejected,For,For,For,For,For,Against,For,For
2496,9/15/2020,Regional development,"Establishing the Just Transition Fund - Draft legislative resolution : point d,amendment 41/1",68,0,0,Adopted,For,Against,For,Against,Against,Against,Against,For
2497,9/15/2020,Regional development,"Establishing the Just Transition Fund - Draft legislative resolution : point d,amendment 41/2",0,68,0,Rejected,For,Against,For,Against,Against,Against,Against,For
2498,9/15/2020,Regional development,"Establishing the Just Transition Fund - Draft legislative resolution : Paragraph 1,subparagraph 2,amendment 91",68,0,0,Rejected,For,For,Against,For,For,Against,Against,Against
2499,9/15/2020,Regional development,"Establishing the Just Transition Fund - Draft legislative resolution : Paragraph 1,subparagraph 2,amendment 47",68,0,0,Adopted,Against,Against,Against,Against,Against,For,For,Against
2500,9/15/2020,Regional development,"Establishing the Just Transition Fund - Draft legislative resolution : Paragraph 2,amendment 65",0,68,0,Rejected,For,For,For,For,For,For,Against,For
2501,9/15/2020,Regional development,"Establishing the Just Transition Fund - Draft legislative resolution : Paragraph 2,amendment 48",68,0,0,Adopted,Against,For,Against,For,For,For,For,For
2502,9/15/2020,Regional development,"Establishing the Just Transition Fund - Draft legislative resolution : point a,amendment 73= 92=",68,0,0,Rejected,Against,Against,Against,Against,For,For,Abstain,Against
2503,9/15/2020,Regional development,"Establishing the Just Transition Fund - Draft legislative resolution : point a,amendment 51",68,0,0,Adopted,Against,Against,Against,Against,Against,For,For,Against
2504,9/15/2020,Regional development,"Establishing the Just Transition Fund - Draft legislative resolution : point f,amendment 93",68,0,0,Rejected,For,For,For,For,For,Against,Against,For
2505,9/15/2020,Regional development,"Establishing the Just Transition Fund - Draft legislative resolution : after point g,amendment 103",1,66,1,Rejected,Against,Against,Against,For,For,For,Against,Against
2506,9/15/2020,Regional development,"Establishing the Just Transition Fund - Draft legislative resolution : point i,amendment 74D= 94D=",68,0,0,Rejected,For,Against,For,Against,Against,Against,Against,For
2507,9/15/2020,Regional development,"Establishing the Just Transition Fund - Draft legislative resolution : point i,amendment 75",0,68,0,Rejected,For,For,For,For,For,Against,Against,For
2508,9/15/2020,Regional development,"Establishing the Just Transition Fund - Draft legislative resolution : after point vi,amendment 76",0,68,0,Rejected,Against,Against,Against,Against,Against,For,For,Against
2509,9/15/2020,Regional development,"Establishing the Just Transition Fund - Draft legislative resolution : after point vii,amendment 77",0,68,0,Rejected,For,For,For,For,For,For,Abstain,For
2510,9/15/2020,Regional development,"Establishing the Just Transition Fund - Draft legislative resolution : indent 1 a,amendment 95",68,0,0,Rejected,For,Against,For,Against,Against,Against,Against,For
2511,9/15/2020,Regional development,"Establishing the Just Transition Fund - Draft legislative resolution : After recital 5,amendment 96",3,1,64,Rejected,For,For,For,For,For,For,Against,For
2512,9/15/2020,Regional development,"Establishing the Just Transition Fund - Draft legislative resolution : Recital 6,amendment 78",67,0,1,Rejected,For,Against,For,Against,Against,Against,Against,For
2513,9/15/2020,Regional development,"Establishing the Just Transition Fund - Draft legislative resolution : Recital 6,amendment 6",68,0,0,Adopted,Against,Against,Against,Against,For,For,For,Against
2514,9/15/2020,Regional development,"Establishing the Just Transition Fund - Draft legislative resolution : Recital 10,amendment 97",0,67,1,Rejected,For,Against,For,Against,Against,Against,Against,For
2515,9/15/2020,Regional development,"Establishing the Just Transition Fund - Draft legislative resolution : Recital 10,amendment 10",68,0,0,Adopted,For,Against,Against,Against,Against,Against,For,Abstain
2516,9/15/2020,Regional development,"Establishing the Just Transition Fund - Draft legislative resolution : Recital 11,amendment 67",68,0,0,Rejected,For,Against,Against,Against,Against,Against,Against,Abstain
2517,9/15/2020,Regional development,"Establishing the Just Transition Fund - Draft legislative resolution : Recital 11,amendment 11",68,0,0,Adopted,For,Against,Against,Against,Against,Against,For,Abstain
2518,9/15/2020,Regional development,"Establishing the Just Transition Fund - Draft legislative resolution : After recital 11,amendment 79",68,0,0,Rejected,For,Against,For,Against,Against,Against,Abstain,For
2519,9/15/2020,Regional development,"Establishing the Just Transition Fund - Draft legislative resolution : Recital 12,amendment 68",68,0,0,Rejected,Against,Against,Abstain,Against,For,For,Abstain,Against
2520,9/15/2020,Regional development,"Establishing the Just Transition Fund - Draft legislative resolution : Recital 12,amendment 98",2,66,0,Rejected,For,Against,For,Against,Against,Against,Against,For
2521,9/15/2020,Regional development,"Establishing the Just Transition Fund - Draft legislative resolution : Recital 12,amendment 80",68,0,0,Rejected,For,For,For,For,For,Abstain,Against,For
2522,9/15/2020,Regional development,"Establishing the Just Transition Fund - Draft legislative resolution : Recital 12,amendment 12/1",0,68,0,Adopted,Against,Against,Against,Against,For,For,For,Against
2523,9/15/2020,Regional development,"Establishing the Just Transition Fund - Draft legislative resolution : Recital 12,amendment 12/2",68,0,0,Adopted,For,For,For,For,For,For,Against,For
2524,9/15/2020,Regional development,"Establishing the Just Transition Fund - Draft legislative resolution : Recital 14,amendment 81",68,0,0,Rejected,For,Against,For,Against,Against,Against,For,For
2525,9/15/2020,Regional development,"Establishing the Just Transition Fund - Draft legislative resolution : Recital 14,amendment 15",68,0,0,Adopted,For,For,For,For,For,For,For,For
2528,9/15/2020,Foreign & security policy,Arms export: implementation of Common Position 2008/944/CFSP - Motion for resolution : Paragraph 1,13,55,0,Adopted,For,Against,For,Against,Against,Against,Against,For
2529,9/15/2020,Foreign & security policy,"Arms export: implementation of Common Position 2008/944/CFSP - Motion for resolution : After paragraph 2,amendment 5",2,66,0,Rejected,For,Against,For,Against,Against,Against,Abstain,For
2530,9/15/2020,Foreign & security policy,Arms export: implementation of Common Position 2008/944/CFSP - Motion for resolution : Paragraph 4,68,0,0,Adopted,Against,Against,Against,Against,For,For,For,Against
2531,9/15/2020,Foreign & security policy,Arms export: implementation of Common Position 2008/944/CFSP - Motion for resolution : Paragraph 5/1,68,0,0,Adopted,For,Against,For,Against,Against,Against,For,For
2532,9/15/2020,Foreign & security policy,Arms export: implementation of Common Position 2008/944/CFSP - Motion for resolution : Paragraph 5/2,68,0,0,Rejected,Against,For,Against,For,For,For,For,For
2533,9/15/2020,Foreign & security policy,Arms export: implementation of Common Position 2008/944/CFSP - Motion for resolution : Paragraph 6,66,2,0,Adopted,For,For,For,For,For,For,Abstain,For
2534,9/15/2020,Foreign & security policy,"Arms export: implementation of Common Position 2008/944/CFSP - Motion for resolution : After paragraph 6,amendment 6",5,61,2,Rejected,For,Against,For,Against,Against,Against,Against,For
2535,9/15/2020,Foreign & security policy,Arms export: implementation of Common Position 2008/944/CFSP - Motion for resolution : Paragraph 10/1,66,0,2,Adopted,For,For,For,For,For,For,Against,For
2536,9/15/2020,Foreign & security policy,Arms export: implementation of Common Position 2008/944/CFSP - Motion for resolution : Paragraph 10/2,66,0,2,Adopted,Abstain,For,Against,For,For,Abstain,Abstain,Abstain
2537,9/15/2020,Foreign & security policy,Arms export: implementation of Common Position 2008/944/CFSP - Motion for resolution : Paragraph 12/1,68,0,0,Adopted,For,For,For,For,For,For,No political line,Abstain
2538,9/15/2020,Foreign & security policy,Arms export: implementation of Common Position 2008/944/CFSP - Motion for resolution : Paragraph 12/2,68,0,0,Adopted,Against,For,Against,For,For,For,Abstain,For
